sample-id	original_sample_id	length_original	length_cleaned	was_modified	site	marker	source_file	sampleMaterial	substratumSizeClass	habitatType	aquMicrobeType	elevation	aquaticSiteType	collection_date	year	bout	season	run_id	bout_label
RUSH-23A-28-2586-HHJFLDRX5-16S	RUSH_23A_28_2586_HHJFLDRX5_16S	30	30	TRUE	POSE	16S	sample_name_mapping_16S_POSE.tsv	biofilm	cobble	riffle	epilithon	275.8	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2587-HHJFLDRX5-16S	RUSH_23A_28_2587_HHJFLDRX5_16S	30	30	TRUE	POSE	16S	sample_name_mapping_16S_POSE.tsv	biofilm	cobble	riffle	epilithon	275.8	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2588-HHJFLDRX5-16S	RUSH_23A_28_2588_HHJFLDRX5_16S	30	30	TRUE	POSE	16S	sample_name_mapping_16S_POSE.tsv	biofilm	cobble	riffle	epilithon	275.8	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2589-HHJFLDRX5-16S	RUSH_23A_28_2589_HHJFLDRX5_16S	30	30	TRUE	POSE	16S	sample_name_mapping_16S_POSE.tsv	biofilm	cobble	riffle	epilithon	275.8	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2590-HHJFLDRX5-16S	RUSH_23A_28_2590_HHJFLDRX5_16S	30	30	TRUE	POSE	16S	sample_name_mapping_16S_POSE.tsv	biofilm	cobble	riffle	epilithon	275.8	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-21A-27-2494-H25JWDRX5-16S	RUSH_21A_27_2494_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-03	2021	1	Spring	H25JWDRX5	Early
RUSH-21A-27-2495-H25JWDRX5-16S	RUSH_21A_27_2495_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-03	2021	1	Spring	H25JWDRX5	Early
RUSH-21A-28-2496-H25JWDRX5-16S	RUSH_21A_28_2496_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-03	2021	1	Spring	H25JWDRX5	Early
RUSH-21A-28-2497-H25JWDRX5-16S	RUSH_21A_28_2497_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-03	2021	1	Spring	H25JWDRX5	Early
RUSH-21A-28-2498-H25JWDRX5-16S	RUSH_21A_28_2498_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-03	2021	1	Spring	H25JWDRX5	Early
RUSH-21A-32-2927-H25JWDRX5-16S	RUSH_21A_32_2927_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-07	2021	2	Summer	H25JWDRX5	Mid
RUSH-21A-32-2930-H25JWDRX5-16S	RUSH_21A_32_2930_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-07	2021	2	Summer	H25JWDRX5	Mid
RUSH-21A-32-2931-H25JWDRX5-16S	RUSH_21A_32_2931_H25JWDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-07	2021	2	Summer	H25JWDRX5	Mid
RUSH-22A-03-0202-H5CGTDRX5-16S	RUSH_22A_03_0202_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-10	2021	3	Fall	H5CGTDRX5	Late
RUSH-22A-03-0203-H5CGTDRX5-16S	RUSH_22A_03_0203_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-10	2021	3	Fall	H5CGTDRX5	Late
RUSH-22A-03-0204-H5CGTDRX5-16S	RUSH_22A_03_0204_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-10	2021	3	Fall	H5CGTDRX5	Late
RUSH-22A-03-0205-H5CGTDRX5-16S	RUSH_22A_03_0205_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2021-10	2021	3	Fall	H5CGTDRX5	Late
RUSH-22A-04-0315-H5CGTDRX5-16S	RUSH_22A_04_0315_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-03	2022	1	Spring	H5CGTDRX5	Early
RUSH-22A-04-0316-H5CGTDRX5-16S	RUSH_22A_04_0316_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-03	2022	1	Spring	H5CGTDRX5	Early
RUSH-22A-04-0317-H5CGTDRX5-16S	RUSH_22A_04_0317_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-03	2022	1	Spring	H5CGTDRX5	Early
RUSH-22A-04-0318-H5CGTDRX5-16S	RUSH_22A_04_0318_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-03	2022	1	Spring	H5CGTDRX5	Early
RUSH-22A-04-0319-H5CGTDRX5-16S	RUSH_22A_04_0319_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-03	2022	1	Spring	H5CGTDRX5	Early
RUSH-22A-02-0111-H5CGTDRX5-16S	RUSH_22A_02_0111_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-07	2022	2	Summer	H5CGTDRX5	Mid
RUSH-22A-02-0112-H5CGTDRX5-16S	RUSH_22A_02_0112_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-07	2022	2	Summer	H5CGTDRX5	Mid
RUSH-22A-02-0113-H5CGTDRX5-16S	RUSH_22A_02_0113_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-07	2022	2	Summer	H5CGTDRX5	Mid
RUSH-22A-02-0114-H5CGTDRX5-16S	RUSH_22A_02_0114_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-07	2022	2	Summer	H5CGTDRX5	Mid
RUSH-22A-09-0772-H5CGTDRX5-16S	RUSH_22A_09_0772_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-10	2022	3	Fall	H5CGTDRX5	Late
RUSH-22A-09-0773-H5CGTDRX5-16S	RUSH_22A_09_0773_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-10	2022	3	Fall	H5CGTDRX5	Late
RUSH-22A-09-0774-H5CGTDRX5-16S	RUSH_22A_09_0774_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-10	2022	3	Fall	H5CGTDRX5	Late
RUSH-22A-09-0775-H5CGTDRX5-16S	RUSH_22A_09_0775_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-10	2022	3	Fall	H5CGTDRX5	Late
RUSH-22A-09-0776-H5CGTDRX5-16S	RUSH_22A_09_0776_H5CGTDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2022-10	2022	3	Fall	H5CGTDRX5	Late
RUSH-23A-06-0524-HHJFLDRX5-16S	RUSH_23A_06_0524_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-03	2023	1	Spring	HHJFLDRX5	Early
RUSH-23A-06-0525-HHJFLDRX5-16S	RUSH_23A_06_0525_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-03	2023	1	Spring	HHJFLDRX5	Early
RUSH-23A-06-0526-HHJFLDRX5-16S	RUSH_23A_06_0526_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-03	2023	1	Spring	HHJFLDRX5	Early
RUSH-23A-06-0527-HHJFLDRX5-16S	RUSH_23A_06_0527_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-03	2023	1	Spring	HHJFLDRX5	Early
RUSH-23A-06-0528-HHJFLDRX5-16S	RUSH_23A_06_0528_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-03	2023	1	Spring	HHJFLDRX5	Early
RUSH-23A-16-1458-HHJFLDRX5-16S	RUSH_23A_16_1458_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-07	2023	2	Summer	HHJFLDRX5	Mid
RUSH-23A-16-1459-HHJFLDRX5-16S	RUSH_23A_16_1459_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-07	2023	2	Summer	HHJFLDRX5	Mid
RUSH-23A-16-1460-HHJFLDRX5-16S	RUSH_23A_16_1460_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-07	2023	2	Summer	HHJFLDRX5	Mid
RUSH-23A-16-1461-HHJFLDRX5-16S	RUSH_23A_16_1461_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-07	2023	2	Summer	HHJFLDRX5	Mid
RUSH-23A-16-1462-HHJFLDRX5-16S	RUSH_23A_16_1462_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	pebble	riffle	epilithon	264.2	stream	2023-07	2023	2	Summer	HHJFLDRX5	Mid
RUSH-23A-28-2594-HHJFLDRX5-16S	RUSH_23A_28_2594_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	pebble	riffle	epilithon	264.2	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2595-HHJFLDRX5-16S	RUSH_23A_28_2595_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	pebble	riffle	epilithon	264.2	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2596-HHJFLDRX5-16S	RUSH_23A_28_2596_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	pebble	riffle	epilithon	264.2	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2597-HHJFLDRX5-16S	RUSH_23A_28_2597_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
RUSH-23A-28-2598-HHJFLDRX5-16S	RUSH_23A_28_2598_HHJFLDRX5_16S	30	30	TRUE	WALK	16S	sample_name_mapping_16S_WALK.tsv	biofilm	cobble	riffle	epilithon	264.2	stream	2023-10	2023	3	Fall	HHJFLDRX5	Late
